# Catálogo Bluefishing.cl
# Formato: Nombre | Precio | Categoría | URL

YAMAGA BLANKS Caña BLUE SNIPER 100M-MH | $599.990 | Cañas | https://bluefishing.cl/producto/yamaga-blanks-cana-blue-sniper-100m-mh/
YAMAGA BLANKS Caña BLUE SNIPER 96H | $599.990 | Cañas | https://bluefishing.cl/producto/yamaga-blanks-cana-blue-sniper-96h/
YAMAGA BLANKS Caña BLUE SNIPER PL106H | $599.990 | Cañas | https://bluefishing.cl/producto/yamaga-blanks-cana-blue-sniper-pl106h/
DAIWA Caña LATEO 96 MH-K | $399.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-lateo-96-mh-k/
DAIWA Caña LATEO 110 MH-K | $399.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-lateo-110-mh-k/
DAIWA Caña SKYHIGH 100MH | $319.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-skyhigh-100mh/
DAIWA Caña HARRIER X JIGGING HRX66MHS | $159.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-harrier-x-jigging-hrx66mhs/
DAIWA Caña HARRIER X JIGGING HRX66MS | $159.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-harrier-x-jigging-hrx66ms/
DAIWA Caña HARRIER X JIGGING HRX70MHS | $159.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-harrier-x-jigging-hrx70mhs/
DAIWA Caña HARRIER X JIGGING HRX70HS | $169.990 | Cañas | https://bluefishing.cl/producto/daiwa-cana-harrier-x-jigging-hrx70hs/
BADFISH Caña SHORE CAST 2,7m, 20-80gr | $39.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-shore-cast-27m-20-80gr/
BADFISH Caña BAD AJING BAJS 19UL 5-15 g | $29.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-bad-ajing-bajs-19ul-5-15-g/
BADFISH Caña SHORE CAST 3.M, 50-100gr | $49.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-shore-cast-3m-50-100gr/
BADFISH Caña SHORE CAST 3.30 m , 50-100gr | $49.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-shore-cast-330-m-50-100gr/
BADFISH Caña SHORE CAST 2,1m, 5-15gr | $39.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-shore-cast-21m-5-15gr/
BADFISH Caña SHORE CAST 2,1m, 5-20gr | $39.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-shore-cast-21m-5-20gr/
BADFISH Caña NIMBUS PROFESSIONAL SINGATURE 3.30 | 50-120g | $149.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-nimbus-professional-singature-330-50-120g/
BADFISH Caña NIMBUS PROFESSIONAL SINGATURE 3.60 | 50-120g | $149.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-nimbus-professional-singature-360-50-120g/
BADFISH Caña NIMBUS SHORE JIGGING 3.30 50-120 | $149.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-nimbus-shore-jigging-330-50-120/
BADFISH Caña NIMBUS SHORE JIGGING 3.60 50-120 | $149.990 | Marcas > BADFISH | https://bluefishing.cl/producto/badfish-cana-nimbus-shore-jigging-360-50-120/
FISHBITES Carnada SHRIMP flesh | $11.990 | Señuelos > Carnada Artificial | https://bluefishing.cl/producto/fishbites-carnada-shrimp-flesh/
YAMAGA BLANKS Ballistick 1010MH | $599.990 | Cañas | https://bluefishing.cl/producto/yamaga-blanks-ballistick-1010mh/
YAMAGA BLANKS Ballistick 106MMH | $599.990 | Cañas | https://bluefishing.cl/producto/yamaga-blanks-ballistick-106mmh/
TSURINOYA Carrete METIS 2000 | $44.990 | Carretes | https://bluefishing.cl/producto/tsurinoya-carrete-metis-2000/
